Charity,Food Moved KG,Year,eatwellcatagory_name,member_id
Barkerend Primary Academy (Foodbank),472.05,2023,Eat less often and in small amounts,6920
Barkerend Primary Academy (Foodbank),1925.01,2023,Fruit and vegetables,6920
Barkerend Primary Academy (Foodbank),398.95,2023,Not Applicable,6920
Barkerend Primary Academy (Foodbank),957.99,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6920
Batley Care and Drop In (RC),800.8,2023,"Beans, pulses, fish, eggs, meat and other proteins",934
Batley Care and Drop In (RC),777.25,2023,Dairy and alternatives,934
Batley Care and Drop In (RC),651.95,2023,Eat less often and in small amounts,934
Batley Care and Drop In (RC),2326.2,2023,Fruit and vegetables,934
Batley Care and Drop In (RC),526,2023,Not Applicable,934
Batley Care and Drop In (RC),6.2,2023,Oil & Spreads,934
Batley Care and Drop In (RC),835.19,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",934
Batley Drop In (SRC),1037.2,2023,"Beans, pulses, fish, eggs, meat and other proteins",3906
Batley Drop In (SRC),943.58,2023,Dairy and alternatives,3906
Batley Drop In (SRC),804.76,2023,Eat less often and in small amounts,3906
Batley Drop In (SRC),2982.7,2023,Fruit and vegetables,3906
Batley Drop In (SRC),454.58,2023,Not Applicable,3906
Batley Drop In (SRC),1407.29,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3906
Batley Outreach and Drop In  (YSH),901.64,2023,"Beans, pulses, fish, eggs, meat and other proteins",10136
Batley Outreach and Drop In  (YSH),72,2023,Dairy and alternatives,10136
Batley Outreach and Drop In  (YSH),372.4,2023,Eat less often and in small amounts,10136
Batley Outreach and Drop In  (YSH),759,2023,Fruit and vegetables,10136
Batley Outreach and Drop In  (YSH),37,2023,Not Applicable,10136
Batley Outreach and Drop In  (YSH),291.9,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10136
Beacon House Hostel,935.2,2023,"Beans, pulses, fish, eggs, meat and other proteins",935
Beacon House Hostel,807.85,2023,Dairy and alternatives,935
Beacon House Hostel,784.7,2023,Eat less often and in small amounts,935
Beacon House Hostel,2371.4,2023,Fruit and vegetables,935
Beacon House Hostel,285.5,2023,Not Applicable,935
Beacon House Hostel,806.65,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",935
Beeston Village Food Pantry (HFA),754.12,2023,"Beans, pulses, fish, eggs, meat and other proteins",9901
Beeston Village Food Pantry (HFA),776.8,2023,Dairy and alternatives,9901
Beeston Village Food Pantry (HFA),634.8,2023,Eat less often and in small amounts,9901
Beeston Village Food Pantry (HFA),2649.13,2023,Fruit and vegetables,9901
Beeston Village Food Pantry (HFA),469.55,2023,Not Applicable,9901
Beeston Village Food Pantry (HFA),1119.952,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9901
Beeston Village Pantry YSH,624.6,2023,"Beans, pulses, fish, eggs, meat and other proteins",9903
Beeston Village Pantry YSH,15,2023,Dairy and alternatives,9903
Beeston Village Pantry YSH,320.58,2023,Eat less often and in small amounts,9903
Beeston Village Pantry YSH,503,2023,Fruit and vegetables,9903
Beeston Village Pantry YSH,0,2023,Not Applicable,9903
Beeston Village Pantry YSH,134.5,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9903
BHT Early Education & Training,338.7,2023,"Beans, pulses, fish, eggs, meat and other proteins",5733
BHT Early Education & Training,579.55,2023,Dairy and alternatives,5733
BHT Early Education & Training,521.13,2023,Eat less often and in small amounts,5733
BHT Early Education & Training,1470.49,2023,Fruit and vegetables,5733
BHT Early Education & Training,304.35,2023,Not Applicable,5733
BHT Early Education & Training,806.64,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5733
Birstall Community Centre (Howden Clough),1056.94,2023,"Beans, pulses, fish, eggs, meat and other proteins",8556
Birstall Community Centre (Howden Clough),1415.15,2023,Dairy and alternatives,8556
Birstall Community Centre (Howden Clough),1048.15,2023,Eat less often and in small amounts,8556
Birstall Community Centre (Howden Clough),3142.2,2023,Fruit and vegetables,8556
Birstall Community Centre (Howden Clough),656.7,2023,Not Applicable,8556
Birstall Community Centre (Howden Clough),6.2,2023,Oil & Spreads,8556
Birstall Community Centre (Howden Clough),1701.69,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8556
Boothroyd Primary Academy,344.71,2023,"Beans, pulses, fish, eggs, meat and other proteins",7709
Boothroyd Primary Academy,123.4,2023,Dairy and alternatives,7709
Boothroyd Primary Academy,277.6,2023,Eat less often and in small amounts,7709
Boothroyd Primary Academy,709.35,2023,Fruit and vegetables,7709
Boothroyd Primary Academy,145.2,2023,Not Applicable,7709
Boothroyd Primary Academy,335.1,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7709
Bradford Deaf Community Association,2730.11,2023,"Beans, pulses, fish, eggs, meat and other proteins",7702
Bradford Deaf Community Association,1505.05,2023,Dairy and alternatives,7702
Bradford Deaf Community Association,1369.5,2023,Eat less often and in small amounts,7702
Bradford Deaf Community Association,4848.97,2023,Fruit and vegetables,7702
Bradford Deaf Community Association,997.85,2023,Not Applicable,7702
Bradford Deaf Community Association,1395.07,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7702
Bradford Inn Churches,836.75,2023,"Beans, pulses, fish, eggs, meat and other proteins",2466
Bradford Inn Churches,811.9,2023,Dairy and alternatives,2466
Bradford Inn Churches,724.55,2023,Eat less often and in small amounts,2466
Bradford Inn Churches,2783.9,2023,Fruit and vegetables,2466
Bradford Inn Churches,341.9,2023,Not Applicable,2466
Bradford Inn Churches,6.2,2023,Oil & Spreads,2466
Bradford Inn Churches,786.27,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",2466
Bradford Inn Churches (YSH),801.54,2023,"Beans, pulses, fish, eggs, meat and other proteins",9360
Bradford Inn Churches (YSH),6,2023,Dairy and alternatives,9360
Bradford Inn Churches (YSH),353.71,2023,Eat less often and in small amounts,9360
Bradford Inn Churches (YSH),676.48,2023,Fruit and vegetables,9360
Bradford Inn Churches (YSH),24,2023,Not Applicable,9360
Bradford Inn Churches (YSH),284.7,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9360
Bradford Salvation Army Lunch Club,830.1,2023,"Beans, pulses, fish, eggs, meat and other proteins",937
Bradford Salvation Army Lunch Club,769.5,2023,Dairy and alternatives,937
Bradford Salvation Army Lunch Club,949.65,2023,Eat less often and in small amounts,937
Bradford Salvation Army Lunch Club,1523.1,2023,Fruit and vegetables,937
Bradford Salvation Army Lunch Club,631,2023,Not Applicable,937
Bradford Salvation Army Lunch Club,12.4,2023,Oil & Spreads,937
Bradford Salvation Army Lunch Club,820.15,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",937
Burmantofts Community Nursery,1644.54,2023,"Beans, pulses, fish, eggs, meat and other proteins",10751
Burmantofts Community Nursery,791.7,2023,Dairy and alternatives,10751
Burmantofts Community Nursery,1201.06,2023,Eat less often and in small amounts,10751
Burmantofts Community Nursery,3519.44,2023,Fruit and vegetables,10751
Burmantofts Community Nursery,588.3,2023,Not Applicable,10751
Burmantofts Community Nursery,1189.87,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10751
Cafe Leep,0,2023,"Beans, pulses, fish, eggs, meat and other proteins",3539
Cafe Leep,0,2023,Dairy and alternatives,3539
Cafe Leep,0,2023,Eat less often and in small amounts,3539
Cafe Leep,0,2023,Fruit and vegetables,3539
Cafe Leep,0,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3539
Café West,708.8,2023,"Beans, pulses, fish, eggs, meat and other proteins",5155
Café West,709.95,2023,Dairy and alternatives,5155
Café West,757.05,2023,Eat less often and in small amounts,5155
Café West,2725.65,2023,Fruit and vegetables,5155
Café West,566.86,2023,Not Applicable,5155
Café West,961.25,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5155
Cafe West YSH,790.78,2023,"Beans, pulses, fish, eggs, meat and other proteins",9961
Cafe West YSH,372.11,2023,Eat less often and in small amounts,9961
Cafe West YSH,682.48,2023,Fruit and vegetables,9961
Cafe West YSH,16,2023,Not Applicable,9961
Cafe West YSH,284.9,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9961
Canterbury Nursery School & Centre for Children and Families,713.58,2023,"Beans, pulses, fish, eggs, meat and other proteins",3144
Canterbury Nursery School & Centre for Children and Families,575.2,2023,Dairy and alternatives,3144
Canterbury Nursery School & Centre for Children and Families,668.88,2023,Eat less often and in small amounts,3144
Canterbury Nursery School & Centre for Children and Families,2249.61,2023,Fruit and vegetables,3144
Canterbury Nursery School & Centre for Children and Families,442.5,2023,Not Applicable,3144
Canterbury Nursery School & Centre for Children and Families,898.13,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3144
Cardigan House,779.65,2023,"Beans, pulses, fish, eggs, meat and other proteins",3317
Cardigan House,725.55,2023,Dairy and alternatives,3317
Cardigan House,851.7,2023,Eat less often and in small amounts,3317
Cardigan House,2413.68,2023,Fruit and vegetables,3317
Cardigan House,514.01,2023,Not Applicable,3317
Cardigan House,1167.546,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3317
Catch/Ark (Community Action To Create Hope) LW,-8.88178E-16,2023,"Beans, pulses, fish, eggs, meat and other proteins",7646
Catch/Ark (Community Action To Create Hope) LW,0,2023,Dairy and alternatives,7646
Catch/Ark (Community Action To Create Hope) LW,0,2023,Fruit and vegetables,7646
Catch/Ark (Community Action To Create Hope) LW,0,2023,Not Applicable,7646
Catch/Ark Community Cafe (HH),13.5,2023,"Beans, pulses, fish, eggs, meat and other proteins",4902
Catch/Ark Community Cafe (HH),146.7,2023,Dairy and alternatives,4902
Catch/Ark Community Cafe (HH),109,2023,Eat less often and in small amounts,4902
Catch/Ark Community Cafe (HH),207.6,2023,Fruit and vegetables,4902
Catch/Ark Community Cafe (HH),75.7,2023,Not Applicable,4902
Catch/Ark Community Cafe (HH),129.3,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4902
Cavendish Primary School,214.7,2023,"Beans, pulses, fish, eggs, meat and other proteins",8331
Cavendish Primary School,313.1,2023,Dairy and alternatives,8331
Cavendish Primary School,447.85,2023,Eat less often and in small amounts,8331
Cavendish Primary School,1816.71,2023,Fruit and vegetables,8331
Cavendish Primary School,484.95,2023,Not Applicable,8331
Cavendish Primary School,810.33,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8331
CFYDC (Chance),1766.63,2023,"Beans, pulses, fish, eggs, meat and other proteins",6282
CFYDC (Chance),830.5,2023,Dairy and alternatives,6282
CFYDC (Chance),1044.59,2023,Eat less often and in small amounts,6282
CFYDC (Chance),3400.39,2023,Fruit and vegetables,6282
CFYDC (Chance),539.83,2023,Not Applicable,6282
CFYDC (Chance),1702.96,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6282
Christ Church EC Academy,746.9,2023,"Beans, pulses, fish, eggs, meat and other proteins",5645
Christ Church EC Academy,677.9,2023,Dairy and alternatives,5645
Christ Church EC Academy,798.4,2023,Eat less often and in small amounts,5645
Christ Church EC Academy,2419.35,2023,Fruit and vegetables,5645
Christ Church EC Academy,270.1,2023,Not Applicable,5645
Christ Church EC Academy,6.2,2023,Oil & Spreads,5645
Christ Church EC Academy,1000.64,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5645
Clapgate Primary School,564.65,2023,"Beans, pulses, fish, eggs, meat and other proteins",6049
Clapgate Primary School,684.5,2023,Dairy and alternatives,6049
Clapgate Primary School,445,2023,Eat less often and in small amounts,6049
Clapgate Primary School,2271.73,2023,Fruit and vegetables,6049
Clapgate Primary School,312.45,2023,Not Applicable,6049
Clapgate Primary School,865.45,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6049
Colne Valley Help / Slaithwaite Mutual Aid,1564.51,2023,"Beans, pulses, fish, eggs, meat and other proteins",9468
Colne Valley Help / Slaithwaite Mutual Aid,892.05,2023,Dairy and alternatives,9468
Colne Valley Help / Slaithwaite Mutual Aid,1072.41,2023,Eat less often and in small amounts,9468
Colne Valley Help / Slaithwaite Mutual Aid,3384.41,2023,Fruit and vegetables,9468
Colne Valley Help / Slaithwaite Mutual Aid,518.66,2023,Not Applicable,9468
Colne Valley Help / Slaithwaite Mutual Aid,1351.76,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9468
Community Awareness Programme (CAP),1584.33,2023,"Beans, pulses, fish, eggs, meat and other proteins",946
Community Awareness Programme (CAP),607,2023,Dairy and alternatives,946
Community Awareness Programme (CAP),1124.45,2023,Eat less often and in small amounts,946
Community Awareness Programme (CAP),3024.55,2023,Fruit and vegetables,946
Community Awareness Programme (CAP),398.3,2023,Not Applicable,946
Community Awareness Programme (CAP),1286.55,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",946
Community Awareness Programme (YSH),566.56,2023,"Beans, pulses, fish, eggs, meat and other proteins",10168
Community Awareness Programme (YSH),18,2023,Dairy and alternatives,10168
Community Awareness Programme (YSH),236,2023,Eat less often and in small amounts,10168
Community Awareness Programme (YSH),508,2023,Fruit and vegetables,10168
Community Awareness Programme (YSH),21,2023,Not Applicable,10168
Community Awareness Programme (YSH),161.18,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10168
Community Values CIC,487,2023,"Beans, pulses, fish, eggs, meat and other proteins",11976
Community Values CIC,227.5,2023,Dairy and alternatives,11976
Community Values CIC,329.1,2023,Eat less often and in small amounts,11976
Community Values CIC,1359.8,2023,Fruit and vegetables,11976
Community Values CIC,186.48,2023,Not Applicable,11976
Community Values CIC,552.81,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11976
Communityworks - Bradford,602.95,2023,"Beans, pulses, fish, eggs, meat and other proteins",947
Communityworks - Bradford,796.4,2023,Dairy and alternatives,947
Communityworks - Bradford,664.95,2023,Eat less often and in small amounts,947
Communityworks - Bradford,2602.8,2023,Fruit and vegetables,947
Communityworks - Bradford,426.53,2023,Not Applicable,947
Communityworks - Bradford,1276.44,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",947
Complete Woman CIC,801.8,2023,"Beans, pulses, fish, eggs, meat and other proteins",7862
Complete Woman CIC,843.3,2023,Dairy and alternatives,7862
Complete Woman CIC,651.3,2023,Eat less often and in small amounts,7862
Complete Woman CIC,2535.83,2023,Fruit and vegetables,7862
Complete Woman CIC,502.63,2023,Not Applicable,7862
Complete Woman CIC,1251.896,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7862
Complete Woman CIC (YSH),814.14,2023,"Beans, pulses, fish, eggs, meat and other proteins",9422
Complete Woman CIC (YSH),9,2023,Dairy and alternatives,9422
Complete Woman CIC (YSH),460.19,2023,Eat less often and in small amounts,9422
Complete Woman CIC (YSH),780.1,2023,Fruit and vegetables,9422
Complete Woman CIC (YSH),43,2023,Not Applicable,9422
Complete Woman CIC (YSH),243.8,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9422
"Connecting Crossgates ""Community Fridge""",741.55,2023,"Beans, pulses, fish, eggs, meat and other proteins",11276
"Connecting Crossgates ""Community Fridge""",804.3,2023,Dairy and alternatives,11276
"Connecting Crossgates ""Community Fridge""",868.5,2023,Eat less often and in small amounts,11276
"Connecting Crossgates ""Community Fridge""",2617.53,2023,Fruit and vegetables,11276
"Connecting Crossgates ""Community Fridge""",671.81,2023,Not Applicable,11276
"Connecting Crossgates ""Community Fridge""",1546.412,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11276
Connecting Crossgates HH (Crossgates),12.3,2023,"Beans, pulses, fish, eggs, meat and other proteins",10807
Connecting Crossgates HH (Crossgates),64.4,2023,Dairy and alternatives,10807
Connecting Crossgates HH (Crossgates),84.1,2023,Eat less often and in small amounts,10807
Connecting Crossgates HH (Crossgates),116.7,2023,Fruit and vegetables,10807
